id,title,artist,rights,genre,Department,tags,notes,caption,object_name
436932,The Lacemaker,Nicolaes Maes,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 17 3/4 x 20 3/4 in. (45.1 x 52.7 cm); ca. 1656; European Paintings; The Lacemaker is a Unknown Painting by the Unknown artist Nicolaes Maes. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 17 3/4 x 20 3/4 in. (45.1 x 52.7 cm), the work is classified as Paintings and was created in ca. 1656.",a painting of a woman and child sitting on a chair,woman
436944,The Spanish Singer,Edouard Manet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 58 x 45 in. (147.3 x 114.3 cm); 1860; European Paintings; The Spanish Singer is a Unknown Painting by the Unknown artist Edouard Manet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 58 x 45 in. (147.3 x 114.3 cm), the work is classified as Paintings and was created in 1860.",a painting of a man playing a guitar,man
436945,Mademoiselle V. . . in the Costume of an Espada,Edouard Manet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 65 x 50 1/4 in. (165.1 x 127.6 cm); 1862; European Paintings; Mademoiselle V. . . in the Costume of an Espada is a Unknown Painting by the Unknown artist Edouard Manet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 65 x 50 1/4 in. (165.1 x 127.6 cm), the work is classified as Paintings and was created in 1862.",a painting of a woman in a black dress,woman
436947,Boating,Edouard Manet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 38 1/4 x 51 1/4 in. (97.2 x 130.2 cm); 1874; European Paintings; Boating is a Unknown Painting by the Unknown artist Edouard Manet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 38 1/4 x 51 1/4 in. (97.2 x 130.2 cm), the work is classified as Paintings and was created in 1874.",a painting of a man and woman in a boat,man
436948,Boy with a Sword,Edouard Manet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 51 5/8 x 36 3/4 in. (131.1 x 93.4 cm); 1861; European Paintings; Boy with a Sword is a Unknown Painting by the Unknown artist Edouard Manet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 51 5/8 x 36 3/4 in. (131.1 x 93.4 cm), the work is classified as Paintings and was created in 1861.",a painting of a boy with a gun,man
436970,Penelope,Charles-François Marchal,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 43 1/2 x 19 1/2 in. (110.5 x 49.5 cm); ca. 1868; European Paintings; Penelope is a Unknown Painting by the Unknown artist Charles-François Marchal. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 43 1/2 x 19 1/2 in. (110.5 x 49.5 cm), the work is classified as Paintings and was created in ca. 1868.",a painting of a woman in a blue dress,woman
436992,The Sense of Sight,Master of the Annunciation to the Shepherds,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; Overall, with added strips, 29 7/8 x 24 7/8 in. (75.9 x 63.2 cm); without additions 27 3/4 x 21 3/4 in. (70.5 x 55.2 cm); Unknown; European Paintings; The Sense of Sight is a Unknown Painting by the Unknown artist Master of the Annunciation to the Shepherds. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring Overall, with added strips, 29 7/8 x 24 7/8 in. (75.9 x 63.2 cm); without additions 27 3/4 x 21 3/4 in. (70.5 x 55.2 cm), the work is classified as Paintings .",a painting of a woman looking at a mirror,woman
437000,Portrait of a Woman,Master of the Castello Nativity,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera and gold on canvas, transferred from wood; 15 3/4 x 10 3/4 in. (40 x 27.3 cm); probably 1450s; European Paintings; Portrait of a Woman is a Unknown Painting by the Unknown artist Master of the Castello Nativity. This piece, part of the European Paintings collection, is crafted using Tempera and gold on canvas, transferred from wood. Measuring 15 3/4 x 10 3/4 in. (40 x 27.3 cm), the work is classified as Paintings and was created in probably 1450s.",a painting of a woman with a red dress,woman
437092,Portia,Sir John Everett Millais,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 49 1/4 x 33 in. (125.1 x 83.8 cm); 1886; European Paintings; Portia is a Unknown Painting by the Unknown artist Sir John Everett Millais. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 49 1/4 x 33 in. (125.1 x 83.8 cm), the work is classified as Paintings and was created in 1886.",a painting of a woman in a red dress,woman
437098,Shepherdess Seated on a Rock,Jean-François Millet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 14 1/8 x 11 1/8 in. (35.9 x 28.3 cm); 1856; European Paintings; Shepherdess Seated on a Rock is a Unknown Painting by the Unknown artist Jean-François Millet. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 14 1/8 x 11 1/8 in. (35.9 x 28.3 cm), the work is classified as Paintings and was created in 1856.",a painting of a woman sitting in a field,woman
