id,title,artist,rights,genre,Department,tags,notes,caption,object_name
437496,The Sacrifice of Polyxena,Giovanni Francesco Romanelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 77 3/4 x 88 in. (197.5 x 223.5 cm); Unknown; European Paintings; The Sacrifice of Polyxena is a Unknown Painting by the Unknown artist Giovanni Francesco Romanelli. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 77 3/4 x 88 in. (197.5 x 223.5 cm), the work is classified as Paintings .",a painting of a group of people in a room,person
437497,The Flagellation; (reverse) The Madonna of Mercy,Girolamo Romanino,CC0-1.0,Paintings,European Paintings,,"Painting, processional banner; Unknown; Unknown; Distemper and oil(?) on canvas; 70 7/8 x 47 1/2 in. (180 x 120.7 cm); ca. 1540; European Paintings; The Flagellation; (reverse) The Madonna of Mercy is a Unknown Painting, processional banner by the Unknown artist Girolamo Romanino. This piece, part of the European Paintings collection, is crafted using Distemper and oil(?) on canvas. Measuring 70 7/8 x 47 1/2 in. (180 x 120.7 cm), the work is classified as Paintings and was created in ca. 1540.",a painting of a man with a beard and a bunch of people,man
437656,The Gardener,Georges Seurat,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 6 1/4 x 9 3/4 in. (15.9 x 24.8 cm); 1882–83; European Paintings; The Gardener is a Unknown Painting by the Unknown artist Georges Seurat. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 6 1/4 x 9 3/4 in. (15.9 x 24.8 cm), the work is classified as Paintings and was created in 1882–83.",a painting of a horse,horse
437756,The Japanese Robe,Alfred Stevens,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 36 1/2 x 25 1/8 in. (92.7 x 63.8 cm); ca. 1872; European Paintings; The Japanese Robe is a Unknown Painting by the Unknown artist Alfred Stevens. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 36 1/2 x 25 1/8 in. (92.7 x 63.8 cm), the work is classified as Paintings and was created in ca. 1872.",a painting of a woman in a blue kimono,woman
437868,"Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares",Juan Bautista Martínez del Mazo,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 50 1/4 x 41 in. (127.6 x 104.1 cm); ca. 1636 or later; European Paintings; Don Gaspar de Guzmán (1587–1645), Count-Duke of Olivares is a Unknown Painting by the Unknown artist Juan Bautista Martínez del Mazo. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 50 1/4 x 41 in. (127.6 x 104.1 cm), the work is classified as Paintings and was created in ca. 1636 or later.",a painting of a man on a horse,man
437972,The Crucifixion,Francisco de Zurbarán,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; Arched top, 112 x 75 7/8 in. (284.5 x 192.7 cm); Unknown; European Paintings; The Crucifixion is a Unknown Painting by the Unknown artist Francisco de Zurbarán. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring Arched top, 112 x 75 7/8 in. (284.5 x 192.7 cm), the work is classified as Paintings .",a black and white photo of a man on a cross,man
437990,Seated Peasant,Paul Cézanne,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 21 1/2 x 17 3/4 in. (54.6 x 45.1 cm); ca. 1892–96; European Paintings; Seated Peasant is a Unknown Painting by the Unknown artist Paul Cézanne. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 21 1/2 x 17 3/4 in. (54.6 x 45.1 cm), the work is classified as Paintings and was created in ca. 1892–96.",a painting of a man sitting on a stool,man
438000,Three Tahitian Women,Paul Gauguin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 9 5/8 x 17 in. (24.4 x 43.2 cm); 1896; European Paintings; Three Tahitian Women is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 9 5/8 x 17 in. (24.4 x 43.2 cm), the work is classified as Paintings and was created in 1896.",a painting of two people standing in a park,person
438001,Two Women,Paul Gauguin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 29 x 36 1/4 in. (73.7 x 92.1 cm); 1901 or 1902; European Paintings; Two Women is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 29 x 36 1/4 in. (73.7 x 92.1 cm), the work is classified as Paintings and was created in 1901 or 1902.",two women sitting on a bench,woman
438032,"Study for ""Portrait of an Indian""",Anne Louis Girodet-Trioson,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 16 x 12 7/8 in. (40.6 x 32.7 cm); ca. 1807; European Paintings; Study for ""Portrait of an Indian"" is a Unknown Painting by the Unknown artist Anne Louis Girodet-Trioson. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 16 x 12 7/8 in. (40.6 x 32.7 cm), the work is classified as Paintings and was created in ca. 1807.",a painting of a man in a red turbal,man
