id,title,artist,rights,genre,Department,tags,notes,caption,object_name
435639,Vase of Flowers in a Niche,Michel Bruno Bellengé,CC0-1.0,Paintings,European Paintings,,"Painting, overdoor; Unknown; Unknown; Oil on canvas; 48 3/8 x 55 in. (122.9 x 139.7 cm); Unknown; European Paintings; Vase of Flowers in a Niche is a Unknown Painting, overdoor by the Unknown artist Michel Bruno Bellengé. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 48 3/8 x 55 in. (122.9 x 139.7 cm), the work is classified as Paintings .", a vase with flowers in it,vase
435641,Madonna and Child,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 35 x 28 in. (88.9 x 71.1 cm); late 1480s; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 35 x 28 in. (88.9 x 71.1 cm), the work is classified as Paintings and was created in late 1480s.", a woman holding a baby,woman
435642,Madonna and Child with Saints,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera and oil on wood; 38 1/4 x 60 1/2 in. (97.2 x 153.7 cm); Unknown; European Paintings; Madonna and Child with Saints is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Tempera and oil on wood. Measuring 38 1/4 x 60 1/2 in. (97.2 x 153.7 cm), the work is classified as Paintings .", a woman holding a baby,woman
435644,Madonna and Child,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 13 1/2 x 10 7/8 in. (34.3 x 27.6 cm); painted surface 12 3/4 x 10 1/8 in. (32.4 x 25.7 cm); ca. 1510; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 13 1/2 x 10 7/8 in. (34.3 x 27.6 cm); painted surface 12 3/4 x 10 1/8 in. (32.4 x 25.7 cm), the work is classified as Paintings and was created in ca. 1510.","madonna and child, c 1470 - 150",madonna
435650,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",Marie Guillelmine Benoist,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 46 x 35 1/4 in. (116.8 x 89.5 cm); 1802; European Paintings; Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859) is a Unknown Painting by the Unknown artist Marie Guillelmine Benoist. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 46 x 35 1/4 in. (116.8 x 89.5 cm), the work is classified as Paintings and was created in 1802.", a woman and child sitting on a chair,woman
435651,The Lamentation,Ambrosius Benson,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas, transferred from wood; Shaped top, 36 x 22 1/8 in. (91.4 x 56.2 cm); ca. 1520–25; European Paintings; The Lamentation is a Unknown Painting by the Unknown artist Ambrosius Benson. This piece, part of the European Paintings collection, is crafted using Oil on canvas, transferred from wood. Measuring Shaped top, 36 x 22 1/8 in. (91.4 x 56.2 cm), the work is classified as Paintings and was created in ca. 1520–25.", jesus on the cross with three women,jesus
435656,The Assumption of the Virgin,Bergognone (Ambrogio di Stefano da Fossano),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil and gold on wood; 95 3/8 x 42 1/2 in. (242.3 x 108 cm); Unknown; European Paintings; The Assumption of the Virgin is a Unknown Painting by the Unknown artist Bergognone (Ambrogio di Stefano da Fossano). This piece, part of the European Paintings collection, is crafted using Oil and gold on wood. Measuring 95 3/8 x 42 1/2 in. (242.3 x 108 cm), the work is classified as Paintings .","the virgin of guadalupe, by diego de castro",virgin
435664,Portrait of a Young Man,Biagio d'Antonio,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood; Overall 21 3/8 x 15 1/2 in. (54.3 x 39.4 cm); painted surface 20 1/4 x 14 1/4 in. (51.4 x 36.2 cm); probably ca. 1470; European Paintings; Portrait of a Young Man is a Unknown Painting by the Unknown artist Biagio d'Antonio. This piece, part of the European Paintings collection, is crafted using Tempera on wood. Measuring Overall 21 3/8 x 15 1/2 in. (54.3 x 39.4 cm); painted surface 20 1/4 x 14 1/4 in. (51.4 x 36.2 cm), the work is classified as Paintings and was created in probably ca. 1470.", a man with a red capet,man
435682,Madonna and Child,Boccaccio Boccaccino,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 20 3/8 x 14 5/8 in. (51.8 x 37.1 cm); painted surface 20 x 14 in. (50.8 x 35.6 cm); 1506–1518; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Boccaccio Boccaccino. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 20 3/8 x 14 5/8 in. (51.8 x 37.1 cm); painted surface 20 x 14 in. (50.8 x 35.6 cm), the work is classified as Paintings and was created in 1506–1518.","madonna and child, c 1470",madonna
435704,A Limier Briquet Hound,Rosa Bonheur,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 14 1/2 x 18 in. (36.8 x 45.7 cm); ca. 1856; European Paintings; A Limier Briquet Hound is a Unknown Painting by the Unknown artist Rosa Bonheur. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 14 1/2 x 18 in. (36.8 x 45.7 cm), the work is classified as Paintings and was created in ca. 1856.", a dog,dog
