id,title,artist,rights,genre,Department,tags,notes,caption,object_name
436292,Still Life with Roses and Fruit,Henri Fantin-Latour,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 13 5/8 x 16 3/8 in. (34.6 x 41.6 cm); 1863; European Paintings; Still Life with Roses and Fruit is a Unknown Painting by the Unknown artist Henri Fantin-Latour. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 13 5/8 x 16 3/8 in. (34.6 x 41.6 cm), the work is classified as Paintings and was created in 1863.",a painting of a vase of flowers and a pear,vase
436293,Still Life with Flowers and Fruit,Henri Fantin-Latour,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 28 3/4 x 23 5/8 in. (73 x 60 cm); 1866; European Paintings; Still Life with Flowers and Fruit is a Unknown Painting by the Unknown artist Henri Fantin-Latour. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 28 3/4 x 23 5/8 in. (73 x 60 cm), the work is classified as Paintings and was created in 1866.",a painting of a basket of fruit and flowers,basket
436332,Saint Roch,Francesco Francia,CC0-1.0,Paintings,European Paintings,,"Painting, altarpiece; Unknown; Unknown; Tempera on wood; 85 1/4 x 59 3/8 in. (216.5 x 150.8 cm); 1502; European Paintings; Saint Roch is a Unknown Painting, altarpiece by the Unknown artist Francesco Francia. This piece, part of the European Paintings collection, is crafted using Tempera on wood. Measuring 85 1/4 x 59 3/8 in. (216.5 x 150.8 cm), the work is classified as Paintings and was created in 1502.",a painting of a man holding a cross,man
436334,Madonna and Child,Francesco Francia,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 24 x 18 1/8 in. (61 x 46 cm); 1490s; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Francesco Francia. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 24 x 18 1/8 in. (61 x 46 cm), the work is classified as Paintings and was created in 1490s.",a painting of a woman holding a baby,woman
436335,Madonna and Child with Saints Francis and Jerome,Francesco Francia,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood; Overall 29 1/2 x 22 3/8 in. (74.9 x 56.8 cm); painted surface 27 1/2 x 22 1/4 in. (69.9 x 56.5 cm); 1500–10; European Paintings; Madonna and Child with Saints Francis and Jerome is a Unknown Painting by the Unknown artist Francesco Francia. This piece, part of the European Paintings collection, is crafted using Tempera on wood. Measuring Overall 29 1/2 x 22 3/8 in. (74.9 x 56.8 cm); painted surface 27 1/2 x 22 1/4 in. (69.9 x 56.5 cm), the work is classified as Paintings and was created in 1500–10.",a painting of a woman holding a baby,woman
436428,The Trinity,Agnolo Gaddi,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood, gold ground; Overall, with arched top, 53 1/2 x 28 3/4 in. (135.9 x 73 cm); painted surface 51 1/8 x 27 7/8 in. (129.9 x 70.8 cm); ca. 1390–96; European Paintings; The Trinity is a Unknown Painting by the Unknown artist Agnolo Gaddi. This piece, part of the European Paintings collection, is crafted using Tempera on wood, gold ground. Measuring Overall, with arched top, 53 1/2 x 28 3/4 in. (135.9 x 73 cm); painted surface 51 1/8 x 27 7/8 in. (129.9 x 70.8 cm), the work is classified as Paintings and was created in ca. 1390–96.",a painting of jesus on the cross,jesus
436431,Charles Rousseau Burney (1747–1819),Thomas Gainsborough,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 30 1/4 x 25 1/8 in. (76.8 x 63.8 cm); ca. 1780; European Paintings; Charles Rousseau Burney (1747–1819) is a Unknown Painting by the Unknown artist Thomas Gainsborough. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 30 1/4 x 25 1/8 in. (76.8 x 63.8 cm), the work is classified as Paintings and was created in ca. 1780.",a painting of a man in a red jacket,man
436446,Two Tahitian Women,Paul Gauguin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 37 x 28 1/2 in. (94 x 72.4 cm); 1899; European Paintings; Two Tahitian Women is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 37 x 28 1/2 in. (94 x 72.4 cm), the work is classified as Paintings and was created in 1899.",two women holding a plate of fruit,woman
436449,The Siesta,Paul Gauguin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 35 x 45 3/4 in. (88.9 x 116.2 cm); ca. 1892–94; European Paintings; The Siesta is a Unknown Painting by the Unknown artist Paul Gauguin. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 35 x 45 3/4 in. (88.9 x 116.2 cm), the work is classified as Paintings and was created in ca. 1892–94.",a painting of a group of people sitting on a deck,person
436454,Alfred Dedreux (1810–1860) as a Child,Théodore Gericault,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 18 x 15 in. (45.7 x 38.1 cm); ca. 1819–20; European Paintings; Alfred Dedreux (1810–1860) as a Child is a Unknown Painting by the Unknown artist Théodore Gericault. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 18 x 15 in. (45.7 x 38.1 cm), the work is classified as Paintings and was created in ca. 1819–20.",a painting of a boy sitting on a rock,man
