id,title,artist,rights,genre,Department,tags,notes
35981,明/清   沈顥   漁父圖   扇|Qu Yuan and the Fisherman,Shen Hao,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming (1368–1644) or Qing dynasty (1644–1911); Folding fan mounted as an album leaf; ink on gold paper; 6 5/8 x 20 1/4 in. (16.8 x 51.4 cm); Unknown; Asian Art; 明/清   沈顥   漁父圖   扇|Qu Yuan and the Fisherman is a Ming (1368–1644) or Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Shen Hao. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 5/8 x 20 1/4 in. (16.8 x 51.4 cm), the work is classified as Paintings ."
35984,明   宋懋晉   樓居圖   扇|Dwelling in Landscape,Song Maojin|Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink and color on gold paper; 6 1/4 x 18 1/4 in. (15.9 x 46.4 cm); 17th century; Asian Art; 明   宋懋晉   樓居圖   扇|Dwelling in Landscape is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Song Maojin|Unidentified artist. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/4 x 18 1/4 in. (15.9 x 46.4 cm), the work is classified as Paintings and was created in 17th century."
35986,明    程嘉燧   園鷄圖   扇|Landscape with Chicken,Cheng Jiasui,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming (1368–1644)–Qing (1644–1911) dynasty; Folding fan mounted as an album leaf; ink on gold paper; 6 1/2 x 20 3/8 in. (16.5 x 51.8 cm); Unknown; Asian Art; 明    程嘉燧   園鷄圖   扇|Landscape with Chicken is a Ming (1368–1644)–Qing (1644–1911) dynasty Folding fan mounted as an album leaf by the China artist Cheng Jiasui. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 20 3/8 in. (16.5 x 51.8 cm), the work is classified as Paintings ."
35988,明　李流芳　疏林小景　扇|Figure standing in a grove of trees,Li Liufang,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink on gold paper; 7 7/32 x 21 7/8 in. (18.4 x 55.6 cm); 1613; Asian Art; 明　李流芳　疏林小景　扇|Figure standing in a grove of trees is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Li Liufang. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 7 7/32 x 21 7/8 in. (18.4 x 55.6 cm), the work is classified as Paintings and was created in 1613."
35989,明   陳季淳   山水人物圖  扇頁|Landscape with figure,Chen Jichun,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink and color on gold paper; 7 3/8 × 21 3/4 in. (18.7 × 55.2 cm); 1635; Asian Art; 明   陳季淳   山水人物圖  扇頁|Landscape with figure is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Chen Jichun. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 7 3/8 × 21 3/4 in. (18.7 × 55.2 cm), the work is classified as Paintings and was created in 1635."
35990,明　吳彬　翠壁丹楓　扇|Azure Cliff with Red Maples,Wu Bin,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink and color on paper; 6 3/8 × 18 3/4 in. (16.2 × 47.6 cm); 1603; Asian Art; 明　吳彬　翠壁丹楓　扇|Azure Cliff with Red Maples is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Wu Bin. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on paper. Measuring 6 3/8 × 18 3/4 in. (16.2 × 47.6 cm), the work is classified as Paintings and was created in 1603."
35992,明/清   潘雲馭   秋江落照   扇|Setting Sun on the Autumn River,Pan Yunyu,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink and color on gold paper; 6 1/4 x 19 in. (15.9 x 48.3 cm); 1604 or 1664; Asian Art; 明/清   潘雲馭   秋江落照   扇|Setting Sun on the Autumn River is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Pan Yunyu. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/4 x 19 in. (15.9 x 48.3 cm), the work is classified as Paintings and was created in 1604 or 1664."
35994,明/清   祁豸佳   山水 圖|Landscape with fisherman,Qi Zhijia,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink on paper; 6 1/2 x 19 1/2 in. (16.5 x 49.5 cm); 1643; Asian Art; 明/清   祁豸佳   山水 圖|Landscape with fisherman is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Qi Zhijia. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on paper. Measuring 6 1/2 x 19 1/2 in. (16.5 x 49.5 cm), the work is classified as Paintings and was created in 1643."
35996,明   張翀   花鳥圖   扇面|Bird on a flowering branch,Zhang Chong,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink on gold paper; 6 1/2 x 19 1/4 in. (16.5 x 48.9 cm); late 16th or early 17th century; Asian Art; 明   張翀   花鳥圖   扇面|Bird on a flowering branch is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Zhang Chong. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/2 x 19 1/4 in. (16.5 x 48.9 cm), the work is classified as Paintings and was created in late 16th or early 17th century."
35998,明   佚名   倣邵彌   倣文徵明山水  扇頁|Landscape After Wen Zhengming,Shao Mi,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Ming dynasty (1368–1644); Folding fan mounted as an album leaf; ink and color on gold-flecked paper; 6 1/2 × 18 3/4 in. (16.5 × 47.6 cm); dated 1640; Asian Art; 明   佚名   倣邵彌   倣文徵明山水  扇頁|Landscape After Wen Zhengming is a Ming dynasty (1368–1644) Folding fan mounted as an album leaf by the China artist Shao Mi. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold-flecked paper. Measuring 6 1/2 × 18 3/4 in. (16.5 × 47.6 cm), the work is classified as Paintings and was created in dated 1640."
36000,明/清   莊冏生   山水   扇面|River Landscape,Zhuang Jiongsheng,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Qing dynasty (1644–1911); Folding fan mounted as an album leaf; ink on gold paper; 6 3/8 x 19 3/4 in. (16.2 x 50.2 cm); Unknown; Asian Art; 明/清   莊冏生   山水   扇面|River Landscape is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Zhuang Jiongsheng. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 3/8 x 19 3/4 in. (16.2 x 50.2 cm), the work is classified as Paintings ."
36001,明/清   文止   疏影橫斜   扇|Plum Blossoms,Wen Zhi,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Qing dynasty (1644–1911); Folding fan mounted as an album leaf; ink and color on gold paper; 6 1/2 x 19 3/4 in. (16.5 x 50.2 cm); dated 1670; Asian Art; 明/清   文止   疏影橫斜   扇|Plum Blossoms is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wen Zhi. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink and color on gold paper. Measuring 6 1/2 x 19 3/4 in. (16.5 x 50.2 cm), the work is classified as Paintings and was created in dated 1670."
36002,清　吳山濤　山水圖　扇|Riverscape with moored boats,Wu Shantao,CC0-1.0,Paintings,Asian Art,,"Folding fan mounted as an album leaf; China; Qing dynasty (1644–1911); Folding fan mounted as an album leaf; ink on gold paper; 6 1/4 x 18 5/8 in. (15.9 x 47.3 cm); late 17th or early 18th century; Asian Art; 清　吳山濤　山水圖　扇|Riverscape with moored boats is a Qing dynasty (1644–1911) Folding fan mounted as an album leaf by the China artist Wu Shantao. This piece, part of the Asian Art collection, is crafted using Folding fan mounted as an album leaf; ink on gold paper. Measuring 6 1/4 x 18 5/8 in. (15.9 x 47.3 cm), the work is classified as Paintings and was created in late 17th or early 18th century."
36004,元末明初 佚名牧羊圖團扇頁 絹本設色|Sheep and herd boy,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; late Yuan (1271–1368)–early Ming (1368–1644) dynasty; Fan mounted as an album leaf; ink and color on silk; 9 1/2 x 9 3/4 in. (24.1 x 24.8 cm); 14th century; Asian Art; 元末明初 佚名牧羊圖團扇頁 絹本設色|Sheep and herd boy is a late Yuan (1271–1368)–early Ming (1368–1644) dynasty Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring 9 1/2 x 9 3/4 in. (24.1 x 24.8 cm), the work is classified as Paintings and was created in 14th century."
36005,"南宋  夏珪  山市晴嵐圖  冊頁|Mountain Market, Clearing Mist",Xia Gui,CC0-1.0,Paintings,Asian Art,,"Album leaf; China; Southern Song dynasty (1127–1279); Album leaf; ink on silk; 9 3/4 x 8 3/8 in. (24.8 x 21.3 cm); early 13th century; Asian Art; 南宋  夏珪  山市晴嵐圖  冊頁|Mountain Market, Clearing Mist is a Southern Song dynasty (1127–1279) Album leaf by the China artist Xia Gui. This piece, part of the Asian Art collection, is crafted using Album leaf; ink on silk  
. Measuring 9 3/4 x 8 3/8 in. (24.8 x 21.3 cm), the work is classified as Paintings and was created in early 13th century."
36006,Unknown,Unknown,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Southern Song dynasty (1127–1279); Fan mounted as an album leaf; ink and color on silk; 9 3/8 x 9 3/5 in. (23.8 x 24.4 cm); 13th century; Asian Art; Unknown is a Southern Song dynasty (1127–1279) Fan mounted as an album leaf by the China artist.This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink and color on silk. Measuring 9 3/8 x 9 3/5 in. (23.8 x 24.4 cm), the work is classified as Paintings and was created in 13th century."
36007,南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Song dynasty (960–1279); Fan mounted as an album leaf; ink on silk; 9 7/8 x 10 1/8 in. (25.1 x 25.7 cm); early 13th century; Asian Art; 南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry is a Song dynasty (960–1279) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink on silk. Measuring 9 7/8 x 10 1/8 in. (25.1 x 25.7 cm), the work is classified as Paintings and was created in early 13th century."
36008,明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Ming dynasty (1368–1644); Round fan mounted as an album leaf; ink, color, and gold on silk; Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm); 16th–17th century; Asian Art; 明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans is a Ming dynasty (1368–1644) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Round fan mounted as an album leaf; ink, color, and gold on silk. Measuring Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm), the work is classified as Paintings and was created in 16th–17th century."
36009,Unknown,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Fan mounted as an album leaf; China; Yuan dynasty (1271–1368) (?); Fan mounted as an album leaf; ink on silk; 9 3/5 x 9 3/8 in. (24.4 x 23.8 cm); late 12th century; Asian Art; Unknown is a Yuan dynasty (1271–1368) (?) Fan mounted as an album leaf by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Fan mounted as an album leaf; ink on silk. Measuring 9 3/5 x 9 3/8 in. (24.4 x 23.8 cm), the work is classified as Paintings and was created in late 12th century."
36010,明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja),Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm); 16th–17th century; Asian Art; 明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja) is a Ming dynasty (1368–1644) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm), the work is classified as Paintings and was created in 16th–17th century."
36011,明　佚名　舊傳夏珪　長江萬里圖　卷 (前半) |First half of Ten Thousand Li of the Yangzi River,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming dynasty (1368–1644); Handscroll; ink and color on silk; Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm); late 15th century; Asian Art; 明　佚名　舊傳夏珪　長江萬里圖　卷 (前半) |First half of Ten Thousand Li of the Yangzi River is a Ming dynasty (1368–1644) Handscroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on silk. Measuring Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm), the work is classified as Paintings and was created in late 15th century."
36012,明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery,Unidentified artist,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 88 1/4 x 48 in. (224.2 x 121.9 cm); late 15th–early 16th century; Asian Art; 明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery is a Ming dynasty (1368–1644) Hanging scroll by the China artist Unidentified artist. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 88 1/4 x 48 in. (224.2 x 121.9 cm), the work is classified as Paintings and was created in late 15th–early 16th century."
36013,明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove,Qiu Ying,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Ming dynasty (1368–1644); Hanging scroll; ink and color on silk; Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm); Unknown; Asian Art; 明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove is a Ming dynasty (1368–1644) Hanging scroll by the China artist Qiu Ying. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on silk. Measuring Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm), the work is classified as Paintings ."
36014,清 山水圖  軸|Landscape,Zhao Zuo,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Qing dynasty (1644–1911); Hanging scroll; ink on silk; 58 1/4 x 26 1/8 in. (148 x 66.4 cm); Unknown; Asian Art; 清 山水圖  軸|Landscape is a Qing dynasty (1644–1911) Hanging scroll by the China artist Zhao Zuo. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on silk. Measuring 58 1/4 x 26 1/8 in. (148 x 66.4 cm), the work is classified as Paintings ."
36015,清   陳書   白鸚鵡圖   軸|Cockatoo,Chen Shu,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Qing dynasty (1644–1911); Hanging scroll; ink and color on paper; 37 1/16 x 17 3/16 in. (94.1 x 43.7 cm); dated 1721; Asian Art; 清   陳書   白鸚鵡圖   軸|Cockatoo is a Qing dynasty (1644–1911) Hanging scroll by the China artist Chen Shu. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink and color on paper. Measuring 37 1/16 x 17 3/16 in. (94.1 x 43.7 cm), the work is classified as Paintings and was created in dated 1721."
36016,Unknown,Yun Shouping,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Qing dynasty (1644–1911); Hanging scroll; ink on paper; 38 7/8  x 13 1/8 in. (98.7 x 33.3 cm); Unknown; Asian Art; Unknown is a Qing dynasty (1644–1911) Hanging scroll by the China artist Yun Shouping. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring 38 7/8  x 13 1/8 in. (98.7 x 33.3 cm), the work is classified as Paintings ."
36017,清    湯貽汾    山水圖    軸|Landscape,Tang Yifen,CC0-1.0,Paintings,Asian Art,,"Hanging scroll; China; Qing dynasty (1644–1911); Hanging scroll; ink on paper; Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm); dated 1845; Asian Art; 清    湯貽汾    山水圖    軸|Landscape is a Qing dynasty (1644–1911) Hanging scroll by the China artist Tang Yifen. This piece, part of the Asian Art collection, is crafted using Hanging scroll; ink on paper. Measuring Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm), the work is classified as Paintings and was created in dated 1845."
36018,清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans,Shitao (Zhu Ruoji),CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Qing dynasty (1644–1911); Handscroll; ink on paper; 19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm); 19th–early 20th century; Asian Art; 清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans is a Qing dynasty (1644–1911) Handscroll by the China artist Shitao (Zhu Ruoji). This piece, part of the Asian Art collection, is crafted using Handscroll; ink on paper. Measuring 19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm), the work is classified as Paintings and was created in 19th–early 20th century."
36019,明   佚名   傳文伯仁   山水圖   卷|Landscape,Wen Boren,CC0-1.0,Paintings,Asian Art,,"Handscroll; China; Ming (1368–1644)–Qing (1644–1911) dynasty; Handscroll; ink and color on paper; Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm); dated 1558; Asian Art; 明   佚名   傳文伯仁   山水圖   卷|Landscape is a Ming (1368–1644)–Qing (1644–1911) dynasty Handscroll by the China artist Wen Boren. This piece, part of the Asian Art collection, is crafted using Handscroll; ink and color on paper. Measuring Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm), the work is classified as Paintings and was created in dated 1558."
