id,title,artist,rights,genre,Department,tags,notes,caption,object_name
435639,Vase of Flowers in a Niche,Michel Bruno Bellengé,CC0-1.0,Paintings,European Paintings,,"Painting, overdoor; Unknown; Unknown; Oil on canvas; 48 3/8 x 55 in. (122.9 x 139.7 cm); Unknown; European Paintings; Vase of Flowers in a Niche is a Unknown Painting, overdoor by the Unknown artist Michel Bruno Bellengé. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 48 3/8 x 55 in. (122.9 x 139.7 cm), the work is classified as Paintings .",a painting of a vase with flowers in it,vase
435641,Madonna and Child,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 35 x 28 in. (88.9 x 71.1 cm); late 1480s; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 35 x 28 in. (88.9 x 71.1 cm), the work is classified as Paintings and was created in late 1480s.",a painting of a woman holding a baby,woman
435642,Madonna and Child with Saints,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera and oil on wood; 38 1/4 x 60 1/2 in. (97.2 x 153.7 cm); Unknown; European Paintings; Madonna and Child with Saints is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Tempera and oil on wood. Measuring 38 1/4 x 60 1/2 in. (97.2 x 153.7 cm), the work is classified as Paintings .",a painting of a woman holding a baby,woman
435644,Madonna and Child,Giovanni Bellini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 13 1/2 x 10 7/8 in. (34.3 x 27.6 cm); painted surface 12 3/4 x 10 1/8 in. (32.4 x 25.7 cm); ca. 1510; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Giovanni Bellini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 13 1/2 x 10 7/8 in. (34.3 x 27.6 cm); painted surface 12 3/4 x 10 1/8 in. (32.4 x 25.7 cm), the work is classified as Paintings and was created in ca. 1510.","madonna and child, c 1470 - 150",madonna
435650,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",Marie Guillelmine Benoist,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 46 x 35 1/4 in. (116.8 x 89.5 cm); 1802; European Paintings; Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859) is a Unknown Painting by the Unknown artist Marie Guillelmine Benoist. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 46 x 35 1/4 in. (116.8 x 89.5 cm), the work is classified as Paintings and was created in 1802.",a painting of a woman and child sitting on a chair,woman
435651,The Lamentation,Ambrosius Benson,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas, transferred from wood; Shaped top, 36 x 22 1/8 in. (91.4 x 56.2 cm); ca. 1520–25; European Paintings; The Lamentation is a Unknown Painting by the Unknown artist Ambrosius Benson. This piece, part of the European Paintings collection, is crafted using Oil on canvas, transferred from wood. Measuring Shaped top, 36 x 22 1/8 in. (91.4 x 56.2 cm), the work is classified as Paintings and was created in ca. 1520–25.",a painting of jesus on the cross with three women,jesus
435656,The Assumption of the Virgin,Bergognone (Ambrogio di Stefano da Fossano),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil and gold on wood; 95 3/8 x 42 1/2 in. (242.3 x 108 cm); Unknown; European Paintings; The Assumption of the Virgin is a Unknown Painting by the Unknown artist Bergognone (Ambrogio di Stefano da Fossano). This piece, part of the European Paintings collection, is crafted using Oil and gold on wood. Measuring 95 3/8 x 42 1/2 in. (242.3 x 108 cm), the work is classified as Paintings .","the virgin of guadalupe, by diego de castro",virgin
435664,Portrait of a Young Man,Biagio d'Antonio,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood; Overall 21 3/8 x 15 1/2 in. (54.3 x 39.4 cm); painted surface 20 1/4 x 14 1/4 in. (51.4 x 36.2 cm); probably ca. 1470; European Paintings; Portrait of a Young Man is a Unknown Painting by the Unknown artist Biagio d'Antonio. This piece, part of the European Paintings collection, is crafted using Tempera on wood. Measuring Overall 21 3/8 x 15 1/2 in. (54.3 x 39.4 cm); painted surface 20 1/4 x 14 1/4 in. (51.4 x 36.2 cm), the work is classified as Paintings and was created in probably ca. 1470.",a painting of a man with a red capet,man
435682,Madonna and Child,Boccaccio Boccaccino,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 20 3/8 x 14 5/8 in. (51.8 x 37.1 cm); painted surface 20 x 14 in. (50.8 x 35.6 cm); 1506–1518; European Paintings; Madonna and Child is a Unknown Painting by the Unknown artist Boccaccio Boccaccino. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 20 3/8 x 14 5/8 in. (51.8 x 37.1 cm); painted surface 20 x 14 in. (50.8 x 35.6 cm), the work is classified as Paintings and was created in 1506–1518.","madonna and child, c 1470",madonna
435704,A Limier Briquet Hound,Rosa Bonheur,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 14 1/2 x 18 in. (36.8 x 45.7 cm); ca. 1856; European Paintings; A Limier Briquet Hound is a Unknown Painting by the Unknown artist Rosa Bonheur. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 14 1/2 x 18 in. (36.8 x 45.7 cm), the work is classified as Paintings and was created in ca. 1856.",a painting of a dog,dog
435706,Madonna and Child with Saints,Bonifacio de' Pitati (Bonifacio Veronese),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 32 1/2 x 50 in. (82.6 x 127 cm); Unknown; European Paintings; Madonna and Child with Saints is a Unknown Painting by the Unknown artist Bonifacio de' Pitati (Bonifacio Veronese). This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 32 1/2 x 50 in. (82.6 x 127 cm), the work is classified as Paintings .",a painting of a woman holding a baby,woman
435715,Portrait of a Seated Man,Gerard ter Borch the Younger,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 14 1/8 x 12 in. (35.9 x 30.5 cm); late 1650s or early 1660s; European Paintings; Portrait of a Seated Man is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 14 1/8 x 12 in. (35.9 x 30.5 cm), the work is classified as Paintings and was created in late 1650s or early 1660s.",a painting of a man in a black suit,man
435717,A Woman Playing the Theorbo-Lute and a Cavalier,Gerard ter Borch the Younger,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 14 1/2 x 12 3/4 in. (36.8 x 32.4 cm); ca. 1658; European Paintings; A Woman Playing the Theorbo-Lute and a Cavalier is a Unknown Painting by the Unknown artist Gerard ter Borch the Younger. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 14 1/2 x 12 3/4 in. (36.8 x 32.4 cm), the work is classified as Paintings and was created in ca. 1658.",a painting of a woman playing a guitar,woman
435731,The Coronation of the Virgin,Botticelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on canvas, transferred from wood; 39 1/2 x 60 1/4 in. (100.3 x 153 cm); Unknown; European Paintings; The Coronation of the Virgin is a Unknown Painting by the Unknown artist Botticelli. This piece, part of the European Paintings collection, is crafted using Tempera on canvas, transferred from wood. Measuring 39 1/2 x 60 1/4 in. (100.3 x 153 cm), the work is classified as Paintings .",a painting of a man kneeling on a woman,man
435739,The Toilette of Venus,François Boucher,CC0-1.0,Paintings,European Paintings,,"Painting, overdoor; Unknown; Unknown; Oil on canvas; 42 5/8 x 33 1/2 in. (108.3 x 85.1 cm); 1751; European Paintings; The Toilette of Venus is a Unknown Painting, overdoor by the Unknown artist François Boucher. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 42 5/8 x 33 1/2 in. (108.3 x 85.1 cm), the work is classified as Paintings and was created in 1751.",a painting of a woman and two children,woman
435752,Young Mother Gazing at Her Child,William Bouguereau,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 56 x 40 1/2 in. (142.2 x 102.9 cm); 1871; European Paintings; Young Mother Gazing at Her Child is a Unknown Painting by the Unknown artist William Bouguereau. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 56 x 40 1/2 in. (142.2 x 102.9 cm), the work is classified as Paintings and was created in 1871.",a painting of a woman holding a child,woman
435754,Breton Brother and Sister,William Bouguereau,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 50 7/8 x 35 1/8 in. (129.2 x 89.2 cm); 1871; European Paintings; Breton Brother and Sister is a Unknown Painting by the Unknown artist William Bouguereau. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 50 7/8 x 35 1/8 in. (129.2 x 89.2 cm), the work is classified as Paintings and was created in 1871.",a painting of a woman holding a child,woman
435779,Portrait of a Woman,British Painter,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 44 1/2 x 34 3/4 in. (113 x 88.3 cm); ca. 1600; European Paintings; Portrait of a Woman is a Unknown Painting by the Unknown artist British Painter. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 44 1/2 x 34 3/4 in. (113 x 88.3 cm), the work is classified as Paintings and was created in ca. 1600.",a painting of a woman in a blue dress,woman
435802,Portrait of a Young Man,Bronzino (Agnolo di Cosimo di Mariano),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 37 5/8 x 29 1/2 in. (95.6 x 74.9 cm); 1530s; European Paintings; Portrait of a Young Man is a Unknown Painting by the Unknown artist Bronzino (Agnolo di Cosimo di Mariano). This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 37 5/8 x 29 1/2 in. (95.6 x 74.9 cm), the work is classified as Paintings and was created in 1530s.",a painting of a man in a black coat,man
435817,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 61 in. × 40 1/4 in. (154.9 × 102.2 cm); ca. 1624–25; European Paintings; The Crucifixion with the Virgin and Saint John is a Unknown Painting by the Unknown artist Hendrick ter Brugghen. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 61 in. × 40 1/4 in. (154.9 × 102.2 cm), the work is classified as Paintings and was created in ca. 1624–25.",a painting of jesus on the cross with two women,jesus
435824,Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist,Giuliano di Piero di Simone Bugiardini,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 76 1/4 x 65 1/4 in. (193.7 x 165.7 cm); ca. 1523; European Paintings; Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist is a Unknown Painting by the Unknown artist Giuliano di Piero di Simone Bugiardini. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 76 1/4 x 65 1/4 in. (193.7 x 165.7 cm), the work is classified as Paintings and was created in ca. 1523.",a painting of a woman holding a baby,woman
435831,The Birth of Venus,Alexandre Cabanel,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 41 3/4 x 71 7/8 in. (106 x 182.6 cm); 1875; European Paintings; The Birth of Venus is a Unknown Painting by the Unknown artist Alexandre Cabanel. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 41 3/4 x 71 7/8 in. (106 x 182.6 cm), the work is classified as Paintings and was created in 1875.",a painting of three women floating in the ocean,woman
435844,The Musicians,Caravaggio (Michelangelo Merisi),CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 36 1/4 x 46 5/8 in. (92.1 x 118.4 cm); 1597; European Paintings; The Musicians is a Unknown Painting by the Unknown artist Caravaggio (Michelangelo Merisi). This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 36 1/4 x 46 5/8 in. (92.1 x 118.4 cm), the work is classified as Paintings and was created in 1597.",a painting of three women playing a musical instrument,woman
435852,Two Children Teasing a Cat,Annibale Carracci,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 26 x 35 in. (66 x 88.9 cm); Unknown; European Paintings; Two Children Teasing a Cat is a Unknown Painting by the Unknown artist Annibale Carracci. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 26 x 35 in. (66 x 88.9 cm), the work is classified as Paintings .",a painting of a boy and a girl with a cat,man
435864,A Woman with a Dog,Giacomo Ceruti,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 38 x 28 1/2 in. (96.5 x 72.4 cm); 1740s; European Paintings; A Woman with a Dog is a Unknown Painting by the Unknown artist Giacomo Ceruti. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 38 x 28 1/2 in. (96.5 x 72.4 cm), the work is classified as Paintings and was created in 1740s.",a painting of a young girl holding a dog,woman
435868,The Card Players,Paul Cézanne,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 25 3/4 x 32 1/4 in. (65.4 x 81.9 cm); 1890–92; European Paintings; The Card Players is a Unknown Painting by the Unknown artist Paul Cézanne. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 25 3/4 x 32 1/4 in. (65.4 x 81.9 cm), the work is classified as Paintings and was created in 1890–92.",a painting of three men playing cards at a table,man
435888,Soap Bubbles,Jean Siméon Chardin,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 24 x 24 7/8 in. (61 x 63.2 cm); ca. 1733–34; European Paintings; Soap Bubbles is a Unknown Painting by the Unknown artist Jean Siméon Chardin. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 24 x 24 7/8 in. (61 x 63.2 cm), the work is classified as Paintings and was created in ca. 1733–34.",a painting of a woman and child looking at a bowl of food,woman
435897,Head of Christ,Petrus Christus,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on parchment, laid down on wood; Overall 5 7/8 x 4 1/4 in. (14.9 x 10.8 cm); parchment 5 3/4 x 4 1/8 in. (14.6 x 10.5 cm); ca. 1445; European Paintings; Head of Christ is a Unknown Painting by the Unknown artist Petrus Christus. This piece, part of the European Paintings collection, is crafted using Oil on parchment, laid down on wood. Measuring Overall 5 7/8 x 4 1/4 in. (14.9 x 10.8 cm); parchment 5 3/4 x 4 1/8 in. (14.6 x 10.5 cm), the work is classified as Paintings and was created in ca. 1445.",a painting of jesus with a crown of thorns,jesus
435904,Still Life with a Skull and a Writing Quill,Pieter Claesz,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 9 1/2 x 14 1/8 in. (24.1 x 35.9 cm); 1628; European Paintings; Still Life with a Skull and a Writing Quill is a Unknown Painting by the Unknown artist Pieter Claesz. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 9 1/2 x 14 1/8 in. (24.1 x 35.9 cm), the work is classified as Paintings and was created in 1628.",a skull and a book on a table,skull
435916,"Henry II (1519–1559), King of France",François Clouet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas, transferred from wood; 61 1/2 x 53 in. (156.2 x 134.6 cm); Unknown; European Paintings; Henry II (1519–1559), King of France is a Unknown Painting by the Unknown artist François Clouet. This piece, part of the European Paintings collection, is crafted using Oil on canvas, transferred from wood. Measuring 61 1/2 x 53 in. (156.2 x 134.6 cm), the work is classified as Paintings .",a painting of a man riding a horse,man
435976,The Letter,Camille Corot,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; 21 1/2 x 14 1/4 in. (54.6 x 36.2 cm); ca. 1865; European Paintings; The Letter is a Unknown Painting by the Unknown artist Camille Corot. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring 21 1/2 x 14 1/4 in. (54.6 x 36.2 cm), the work is classified as Paintings and was created in ca. 1865.",a painting of a woman sitting in a chair,woman
436004,The Woman in the Waves,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 25 3/4 x 21 1/4 in. (65.4 x 54 cm); 1868; European Paintings; The Woman in the Waves is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 25 3/4 x 21 1/4 in. (65.4 x 54 cm), the work is classified as Paintings and was created in 1868.",a painting of a woman in the water,woman
436014,Hunting Dogs with Dead Hare,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 36 1/2 x 58 1/2 in. (92.7 x 148.6 cm); 1857; European Paintings; Hunting Dogs with Dead Hare is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 36 1/2 x 58 1/2 in. (92.7 x 148.6 cm), the work is classified as Paintings and was created in 1857.",a painting of two dogs,dog
436015,Louis Gueymard (1822–1880) as Robert le Diable,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 58 1/2 x 42 in. (148.6 x 106.7 cm); 1857; European Paintings; Louis Gueymard (1822–1880) as Robert le Diable is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 58 1/2 x 42 in. (148.6 x 106.7 cm), the work is classified as Paintings and was created in 1857.",a painting of a man in a red outfit,man
436018,Nude with Flowering Branch,Gustave Courbet,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 29 1/2 x 24 in. (74.9 x 61 cm); 1863; European Paintings; Nude with Flowering Branch is a Unknown Painting by the Unknown artist Gustave Courbet. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 29 1/2 x 24 in. (74.9 x 61 cm), the work is classified as Paintings and was created in 1863.",a painting of a woman with a flower in her hand,woman
436041,Samson and Delilah,Lucas Cranach the Elder,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on beech; 22 1/2 x 14 7/8 in. (57.2 x 37.8cm); ca. 1528–30; European Paintings; Samson and Delilah is a Unknown Painting by the Unknown artist Lucas Cranach the Elder. This piece, part of the European Paintings collection, is crafted using Oil on beech. Measuring 22 1/2 x 14 7/8 in. (57.2 x 37.8cm)
, the work is classified as Paintings and was created in ca. 1528–30.",a painting of a woman sitting in a field,woman
436049,Philip IV (1605–1665) in Parade Armor,Gaspar de Crayer,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 72 x 46 1/2 in. (182.9 x 118.1 cm); ca. 1628; European Paintings; Philip IV (1605–1665) in Parade Armor is a Unknown Painting by the Unknown artist Gaspar de Crayer. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 72 x 46 1/2 in. (182.9 x 118.1 cm)
, the work is classified as Paintings and was created in ca. 1628.",a painting of a man in a gold suit,man
436053,Pietà,Carlo Crivelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera on wood, gold ground; Overall 28 1/4 x 25 3/8 in. (71.8 x 64.5 cm); painted surface 28 x 25 1/8 in. (71.1 x 63.8 cm); 1476; European Paintings; Pietà is a Unknown Painting by the Unknown artist Carlo Crivelli. This piece, part of the European Paintings collection, is crafted using Tempera on wood, gold ground. Measuring Overall 28 1/4 x 25 3/8 in. (71.8 x 64.5 cm); painted surface 28 x 25 1/8 in. (71.1 x 63.8 cm), the work is classified as Paintings and was created in 1476.",a painting of a man and two women,man
436056,Madonna and Child with Two Angels,Vittore Crivelli,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Tempera and gold on wood; 21 7/8 x 16 in. (55.6 x 40.6 cm); ca. 1481–82; European Paintings; Madonna and Child with Two Angels is a Unknown Painting by the Unknown artist Vittore Crivelli. This piece, part of the European Paintings collection, is crafted using Tempera and gold on wood. Measuring 21 7/8 x 16 in. (55.6 x 40.6 cm), the work is classified as Paintings and was created in ca. 1481–82.",a painting of a woman holding a baby,woman
436103,Virgin and Child,Simon Bening|Gerard David,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on wood; Overall 10 x 8 1/4 in. (25.4 x 21 cm), with added strip of 3/8 in. (1 cm) at top; painted surface 9 5/8 x 8 1/4 in. (24.4 x 21 cm); ca. 1520; European Paintings; Virgin and Child is a Unknown Painting by the Unknown artist Simon Bening|Gerard David. This piece, part of the European Paintings collection, is crafted using Oil on wood. Measuring Overall 10 x 8 1/4 in. (25.4 x 21 cm), with added strip of 3/8 in. (1 cm) at top; painted surface 9 5/8 x 8 1/4 in. (24.4 x 21 cm), the work is classified as Paintings and was created in ca. 1520.",a painting of a woman holding a baby,woman
436107,General Étienne-Maurice Gérard (1773–1852),Jacques Louis David,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 77 5/8 x 53 5/8 in. (197.2 x 136.2 cm); 1816; European Paintings; General Étienne-Maurice Gérard (1773–1852) is a Unknown Painting by the Unknown artist Jacques Louis David. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 77 5/8 x 53 5/8 in. (197.2 x 136.2 cm), the work is classified as Paintings and was created in 1816.",a painting of a man in uniform,man
436145,Joseph-Henri Altès (1826–1895),Edgar Degas,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 9 7/8 x 7 7/8 in. (25.1 x 20 cm); with added strips 10 5/8 x 8 1/2 in. (27 x 21.6 cm); 1868; European Paintings; Joseph-Henri Altès (1826–1895) is a Unknown Painting by the Unknown artist Edgar Degas. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 9 7/8 x 7 7/8 in. (25.1 x 20 cm); with added strips 10 5/8 x 8 1/2 in. (27 x 21.6 cm), the work is classified as Paintings and was created in 1868.",a painting of a man with a beard,man
436178,Hamlet and His Mother,Eugène Delacroix,CC0-1.0,Paintings,European Paintings,,"Painting; Unknown; Unknown; Oil on canvas; 10 3/4 x 7 1/8 in. (27.3 x 18.1 cm); 1849; European Paintings; Hamlet and His Mother is a Unknown Painting by the Unknown artist Eugène Delacroix. This piece, part of the European Paintings collection, is crafted using Oil on canvas. Measuring 10 3/4 x 7 1/8 in. (27.3 x 18.1 cm), the work is classified as Paintings and was created in 1849.",a painting of a man and woman in a room,man
